dataset,term,count,relative_freq
After Election,ভোট,188,0.017846971710651225
After Election,ইনশাআল্লাহ,148,0.01404974368710841
After Election,দালাল,55,0.005221188532371369
After Election,ধানের,54,0.005126257831782798
After Election,আল্লাহ,52,0.004936396430605658
After Election,খবর,49,0.004651604328839947
After Election,নাই,49,0.004651604328839947
After Election,মনে,48,0.004556673628251376
After Election,বাংলাদেশ,47,0.004461742927662806
After Election,দাদু,46,0.004366812227074236
After Election,বলে,44,0.004176950825897095
After Election,নতুন,42,0.003987089424719955
After Election,সাদা,42,0.003987089424719955
After Election,কাকু,39,0.0037022973229542434
After Election,বিজয়,39,0.0037022973229542434
After Election,প্রথম,37,0.0035124359217771025
After Election,করতে,37,0.0035124359217771025
After Election,জনগণ,36,0.0034175052211885323
After Election,শেষ,36,0.0034175052211885323
After Election,আজ,33,0.0031327131194228215
After Election,নাকি,32,0.003037782418834251
After Election,ভালো,31,0.0029428517182456806
After Election,শকুন,31,0.0029428517182456806
After Election,কোন,30,0.0028479210176571104
After Election,তাহলে,30,0.0028479210176571104
After Election,মানুষ,28,0.0026580596164799694
After Election,একটু,28,0.0026580596164799694
After Election,দেশের,26,0.002468198215302829
After Election,ঠিক,26,0.002468198215302829
After Election,নির্বাচন,25,0.0023732675147142587
After Election,চেহারা,25,0.0023732675147142587
After Election,যাচ্ছে,24,0.002278336814125688
After Election,যাবে,24,0.002278336814125688
After Election,বিজয়,24,0.002278336814125688
After Election,আবার,24,0.002278336814125688
After Election,মন,23,0.002183406113537118
After Election,জামাত,23,0.002183406113537118
After Election,এবার,22,0.0020884754129485475
After Election,তামিম,22,0.0020884754129485475
After Election,আলহামদুলিল্লাহ,22,0.0020884754129485475
