dataset,term,count,relative_freq
After Election,বিএনপি,19,0.01450381679389313
After Election,দল,11,0.008396946564885497
After Election,বিএনপির,9,0.006870229007633588
After Election,জুলাই,9,0.006870229007633588
After Election,তারেক,9,0.006870229007633588
After Election,ভালো,8,0.0061068702290076335
After Election,পাশ,7,0.0053435114503816794
After Election,ভোট,6,0.004580152671755725
After Election,লোক,6,0.004580152671755725
After Election,বাংলাদেশ,6,0.004580152671755725
After Election,শুরু,6,0.004580152671755725
After Election,আম,6,0.004580152671755725
After Election,মনে,5,0.003816793893129771
After Election,বি,5,0.003816793893129771
After Election,দেশে,5,0.003816793893129771
After Election,রহমান,5,0.003816793893129771
After Election,প্রধানমন্ত্রী,5,0.003816793893129771
After Election,প্রথম,5,0.003816793893129771
After Election,ইন্টার,5,0.003816793893129771
After Election,খাম্বা,5,0.003816793893129771
After Election,ভারতের,5,0.003816793893129771
After Election,ইন্জিনিয়ারিং,5,0.003816793893129771
After Election,করতে,4,0.0030534351145038168
After Election,বিচার,4,0.0030534351145038168
After Election,বেইমানি,4,0.0030534351145038168
After Election,উনি,4,0.0030534351145038168
After Election,কত,4,0.0030534351145038168
After Election,বাংলাদেশের,4,0.0030534351145038168
After Election,ভাই,4,0.0030534351145038168
After Election,গভর্নর,4,0.0030534351145038168
After Election,এবার,4,0.0030534351145038168
After Election,পতন,4,0.0030534351145038168
After Election,দালাল,4,0.0030534351145038168
After Election,ইশরাক,3,0.0022900763358778627
After Election,বেশি,3,0.0022900763358778627
After Election,বাংলা,3,0.0022900763358778627
After Election,এন,3,0.0022900763358778627
After Election,তাহলে,3,0.0022900763358778627
After Election,ক্ষমতায়,3,0.0022900763358778627
After Election,নাই,3,0.0022900763358778627
